project,story_id,run_id,user_story,review_status,classification_mode,final_rows,final_confidence,decision,disagreement_cause,action,why,uncertainty_band,uncertainty_score,consensus_ratio,disagreement_rate,hypothesis_count,label_overlap,normalized_entropy,taxonomy_version,prompt_version,policy_version,openai_rows,openai_confidence,openai_needs_review,gemini_rows,gemini_confidence,gemini_needs_review,deepseek_rows,deepseek_confidence,deepseek_needs_review
federalspending,us_ff81140895114d05,run_dd853b72f8ef43f99e0283017036bba8,"As an agency user, I want the maximum length allowed for LegalEntityAddressLine3 to match Schema v1.1.",accepted_auto,classify_only,n/a::n/a,0.73,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.3345,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.74,False,Registry::Modify input behavior,0.75,False,Registry::Update data,0.7,False
federalspending,us_a32f6b9c37715de2,run_dd853b72f8ef43f99e0283017036bba8,"As an agency user, I want to use the schema v1.1 headers in my FABS file.",accepted_auto,classify_only,n/a::n/a,0.59,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5687,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.68,False,Registry::Modify input behavior,0.8,False,n/a::n/a,0.3,True
federalspending,us_b2ff4a84b2862b47,run_dd853b72f8ef43f99e0283017036bba8,"As a agency user, I want to map the FederalActionObligation properly to the Atom Feed.",accepted_auto,classify_only,n/a::n/a,0.32,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4408,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,n/a::n/a,0.3,True,n/a::n/a,0.2,True
federalspending,us_e5283f7a7674247d,run_dd853b72f8ef43f99e0283017036bba8,"As a Broker user, I want to have PPoPZIP+4 work the same as the Legal Entity ZIP validations.",accepted_auto,classify_only,n/a::n/a,0.62,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5503,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.62,True,Registry::Modify input behavior,0.9,False,n/a::n/a,0.3,True
federalspending,us_db48f99f431e8d62,run_dd853b72f8ef43f99e0283017036bba8,"As a FABS user, I want to link the SAMPLE FILE on the ""What you want  to submit"" dialog to point to the correct file, so that I have an accurate reference for my agency submissions.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.7017,0.3333,0.6667,3,0.0,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Management::View dashboard,0.56,True,Registry::Modify input behavior,0.7,False,n/a::n/a,0.3,True
federalspending,us_338d53ae51bf2f18,run_dd853b72f8ef43f99e0283017036bba8,"As an Agency user, I want FPDS data to be up-to-date daily.",accepted_auto,classify_only,n/a::n/a,0.79,accept,ambiguity_in_story,none,Auto-finalized in classify-only mode as not covered.,low,0.2017,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data,0.78,True,Registry::Update data,0.9,False,Registry::Update data,0.7,False
federalspending,us_6a9a97a700186e2f,run_dd853b72f8ef43f99e0283017036bba8,"As a user, I want to access the raw agency published files from FABS via USAspending.",accepted_auto,classify_only,n/a::n/a,0.42,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5403,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.42,True,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.8,False
federalspending,us_13a26ecad9baf786,run_dd853b72f8ef43f99e0283017036bba8,"As a Developer , I want to determine how agencies will generate and validate D Files from FABS and FPDS data.",accepted_auto,classify_only,n/a::n/a,0.3,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.445,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.3,True,n/a::n/a,0.2,True
federalspending,us_e0b91aea233e8528,run_dd853b72f8ef43f99e0283017036bba8,"As a user, I want to generate and validate D Files from FABS and FPDS data.",accepted_auto,classify_only,n/a::n/a,0.33,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4517,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_eefde39f52e720cc,run_dd853b72f8ef43f99e0283017036bba8,"As an Agency user, I want the header information box to show updated date AND time, so that I know when it was updated.",accepted_auto,classify_only,n/a::n/a,0.75,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,low,0.2267,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.66,True,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.7,False
federalspending,us_2b9f54a7619ea7f0,run_dd853b72f8ef43f99e0283017036bba8,"As an Agency user, I want to receive a more helpful file-level error when I upload a file with the wrong extension.",accepted_auto,,Registry::Modify input behavior,0.83,accept,annotation_error_suspected,none,"Todos os modelos concordaram no módulo e operação, com alta confiança, mas a taxonomia pode não cobrir claramente validação de upload de arquivo.",low,0.0433,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.78,False,Registry::Modify input behavior,0.9,False,Registry::Modify input behavior,0.8,False
federalspending,us_0627acda5ee431c6,run_dd853b72f8ef43f99e0283017036bba8,"As a tester, I want to have access to test features in environments other than Staging, so that I can test any nonProd feature in any environment.",accepted_auto,classify_only,n/a::n/a,0.33,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4367,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_8cda5d986d5da9c3,run_dd853b72f8ef43f99e0283017036bba8,"As a FABS user, I want to submission errors to accurately represent FABS errors, so that I know why my submission didn't work.",accepted_auto,classify_only,n/a::n/a,0.33,accept,ambiguity_in_story,none,Auto-finalized in classify-only mode as not covered.,medium,0.4667,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_7e1c42ca5d686655,run_dd853b72f8ef43f99e0283017036bba8,"As a FABS user, I want the frontend URLs to more accurately reflect the page I'm accessing, so that I'm not confused.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6653,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.62,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_5754cf8c3f17909e,run_dd853b72f8ef43f99e0283017036bba8,"As an Agency user, I want all historical Financial Assistance data loaded for FABS go-live.",accepted_auto,classify_only,n/a::n/a,0.67,accept,ambiguity_in_story,none,Auto-finalized in classify-only mode as not covered.,low,0.2467,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.72,False,Registry::Insert data,0.9,False,Registry::Insert data,0.4,True
federalspending,us_3c8c9647f3b55125,run_dd853b72f8ef43f99e0283017036bba8,"As a Developer , I want the historical FPDS data loader to include both extracted historical data and FPDS feed data.",accepted_auto,classify_only,n/a::n/a,0.5,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.665,0.3333,0.6667,3,0.1667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.62,True,Registry::Insert data | Registry::Update data,0.9,False,n/a::n/a,0.3,True
federalspending,us_aa77989864236915,run_dd853b72f8ef43f99e0283017036bba8,"As an Agency user, I want historical FPDS data loaded.",accepted_auto,,Registry::Insert data,0.78,accept,annotation_error_suspected,ask_human,"Todos os modelos concordam em 'Registry/Insert data', mas a confiança média é moderada e a história é ambígua sobre se é uma operação única ou recorrente.",low,0.055,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.74,False,Registry::Insert data,0.9,False,Registry::Insert data,0.7,False
federalspending,us_ec7ca5d4986bc968,run_dd853b72f8ef43f99e0283017036bba8,"As an Agency user, I want to accurately see who created a submission, so that I'm not confused about who last updated a submission.",accepted_auto,,Registry::Retrieve data,0.86,accept,annotation_error_suspected,ask_human,"Todos os modelos concordam em 'Registry/Retrieve data' com alta confiança, mas a história pode implicar também 'View dashboard' (Management) para exibição, o que não foi capturado.",low,0.035,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.78,False,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.9,False
federalspending,us_ce5898dc271cb98a,run_dd853b72f8ef43f99e0283017036bba8,"As an agency user, I want to get File F in the correct format.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.602,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.42,True,Registry::Retrieve data,0.9,False,n/a::n/a,0.3,True
federalspending,us_5520ad8b9ffc0805,run_dd853b72f8ef43f99e0283017036bba8,"As an Agency user, I want to better understand my file-level errors.",accepted_auto,classify_only,n/a::n/a,0.38,accept,ambiguity_in_story,none,Auto-finalized in classify-only mode as not covered.,medium,0.4242,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,n/a::n/a,0.4,True,n/a::n/a,0.3,True
federalspending,us_7514ec79faeb717b,run_dd853b72f8ef43f99e0283017036bba8,"As a Developer , I want to provide FABS groups that function under the FREC paradigm.",accepted_auto,classify_only,n/a::n/a,0.24,accept,ambiguity_in_story,none,Auto-finalized in classify-only mode as not covered.,medium,0.445,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.32,True,n/a::n/a,0.2,True,n/a::n/a,0.2,True
federalspending,us_c2b64cb2a1b5352c,run_dd853b72f8ef43f99e0283017036bba8,"As a tester, I want to ensure that FABS is deriving fields properly through a robust test file plus a follow up check.",accepted_auto,classify_only,n/a::n/a,0.2,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4683,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.2,True,n/a::n/a,0.2,True
federalspending,us_89847da372515228,run_dd853b72f8ef43f99e0283017036bba8,"As an owner, I only want zero-padded fields, so that I can justify padding.",accepted_auto,classify_only,n/a::n/a,0.3,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.445,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.3,True,n/a::n/a,0.2,True
federalspending,us_84aabd824fb32599,run_dd853b72f8ef43f99e0283017036bba8,"As a Broker user, I want to submit records for individual recipients without receiving a DUNS error.",accepted_auto,classify_only,n/a::n/a,0.7,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4362,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.62,True,Registry::Insert data | Registry::Modify input behavior,0.9,False,Registry::Insert data,0.8,False
federalspending,us_2e79e7ea67e19017,run_dd853b72f8ef43f99e0283017036bba8,"As a user, I want more information about how many rows will be published prior to deciding whether to publish.",accepted_auto,classify_only,n/a::n/a,0.61,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5803,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.62,True,Registry::Retrieve data,0.9,False,n/a::n/a,0.3,True
federalspending,us_ad389d5db46e80f4,run_dd853b72f8ef43f99e0283017036bba8,"As a Developer, I want to prevent duplicate transactions from being published and deal with the time gap between validation and the publishing decision.",accepted_auto,classify_only,n/a::n/a,0.35,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4475,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_b301196241e69248,run_dd853b72f8ef43f99e0283017036bba8,"As a FABS user, I want to submit a citywide as a PPoPZIP and pass validations.",accepted_auto,classify_only,n/a::n/a,0.56,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5778,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.62,True,Registry::Insert data,0.75,True,n/a::n/a,0.3,True
federalspending,us_fa90cc111b354e23,run_dd853b72f8ef43f99e0283017036bba8,"As a Broker user, I want to have updated error codes that accurately reflect the logic and provide enough information, so that I can fix my submission.",accepted_auto,classify_only,n/a::n/a,0.42,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6212,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.42,True,Registry::Modify input behavior,0.85,False,n/a::n/a,0.3,True
federalspending,us_e0ec40344f3e3efa,run_dd853b72f8ef43f99e0283017036bba8,"As an agency user, I want to leave off the last 4 digits of the ZIP without an error, so that I can complete my submissions.",accepted_auto,,Registry::Modify input behavior,0.9,accept,annotation_error_suspected,none,Todos os modelos concordam com 'Registry/Modify input behavior' com alta confiança. A história claramente descreve ajuste de validação de entrada para ZIP.,low,0.0242,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.86,False,Registry::Modify input behavior,0.95,False,Registry::Modify input behavior,0.9,False
federalspending,us_9613c7bf1da0a851,run_dd853b72f8ef43f99e0283017036bba8,"As a FABS user, I want to make sure the historical data includes all necessary columns, so that the information in the database is correct.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6667,0.3333,0.6667,3,0.1667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data,0.62,True,n/a::n/a,0.3,True,Registry::Retrieve data | Registry::Update data,0.7,False
federalspending,us_3f6fc602a4ef9c81,run_dd853b72f8ef43f99e0283017036bba8,"As a data user, I want to access two additional fields from the FPDS data pull.",accepted_auto,,Registry::Retrieve data,0.85,accept,annotation_error_suspected,none,"Todos os modelos concordam em 'Registry/Retrieve data', mas a confiança do OpenAI é moderada (0.74) versus alta (0.9) dos outros, sugerindo possível ambiguidade leve na interpretação da história.",low,0.0383,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.74,False,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.9,False
federalspending,us_7bd7f1b709a046e9,run_dd853b72f8ef43f99e0283017036bba8,"As a FABS user, I want additional helpful info in the submission dashboard, so that I can better manage submissions and IG requests.",accepted_auto,,Management::View dashboard,0.86,accept,annotation_error_suspected,ask_human,"Todos os modelos concordam com 'Management/View dashboard' com alta confiança, mas a história pode implicar aprimoramentos além da visualização básica.",low,0.035,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Management::View dashboard,0.78,False,Management::View dashboard,0.9,False,Management::View dashboard,0.9,False
federalspending,us_145ca6037b646708,run_dd853b72f8ef43f99e0283017036bba8,"As a FABS user, I want to download the uploaded FABS file, so that I can get the uploaded file.",accepted_auto,,Registry::Retrieve data,0.85,accept,annotation_error_suspected,none,"Todos os modelos concordam com 'Registry: Retrieve data', mas a confiança do OpenAI é moderada (0.74), sugerindo possível ambiguidade ou necessidade de verificação de permissões.",low,0.0383,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.74,False,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.9,False
federalspending,us_4bc577661f19962b,run_dd853b72f8ef43f99e0283017036bba8,"As a Developer I want to quickly access Broker application data, so that I can investigate issues.",accepted_auto,,Registry::Retrieve data,0.85,accept,annotation_error_suspected,none,"Todos os modelos concordam em 'Registry/Retrieve data', mas o OpenAI tem confiança mais baixa e sinaliza necessidade de revisão devido a ambiguidade sobre o método de acesso. A divergência é menor e a operação está bem alinhada com a história.",low,0.1883,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.74,True,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.9,False
federalspending,us_8323168a6001928c,run_dd853b72f8ef43f99e0283017036bba8,"As a Developer , I want to determine the best way to load historical FPDS data, so that I can load all FPDS data since 2007.",accepted_auto,classify_only,n/a::n/a,0.3,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.445,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,n/a::n/a,0.3,True,n/a::n/a,0.2,True
federalspending,us_c64c39ea8519eab3,run_dd853b72f8ef43f99e0283017036bba8,"As a FABS user, I want the language on FABS pages to be appropriate for me, so that I am not confused.",accepted_auto,classify_only,n/a::n/a,0.28,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4492,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,n/a::n/a,0.2,True,n/a::n/a,0.2,True
federalspending,us_45b9edef02c7b837,run_dd853b72f8ef43f99e0283017036bba8,"As a FABS user, I do not want  DABS banner messages and vice versa, so that I have the appropriate information for my application.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6853,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Management::Notify via app,0.56,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_6e945f194dcff065,run_dd853b72f8ef43f99e0283017036bba8,"As a FABS user, I want to have read-only access to DABS, so that I can view DABS pages without wanting two sets of permissions.",accepted_auto,,Authentication::Validate user permissions,0.86,accept,annotation_error_suspected,ask_human,"Todos os modelos concordaram no módulo e operação, mas um sinalizou necessidade de revisão devido a uma possível lacuna na taxonomia (falta de operação explícita para atribuição de perfil read-only). A confiança agregada é alta e a divergência é mínima, mas a suspeita de erro de anotação justifica a causa.",low,0.2,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Authentication::Validate user permissions,0.78,True,Authentication::Validate user permissions,0.9,False,Authentication::Validate user permissions,0.9,False
federalspending,us_ec8746c7436bfdc4,run_dd853b72f8ef43f99e0283017036bba8,"As a FABS user, I want to have my validations run in a reasonable amount of time.",accepted_auto,classify_only,n/a::n/a,0.34,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.435,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.42,True,n/a::n/a,0.3,True,n/a::n/a,0.3,True
federalspending,us_3e65b100bc7d1b2a,run_dd853b72f8ef43f99e0283017036bba8,"As a FABS user, I want to see correct status labels on the Submission Dashboard, so that I can quickly see my submission history.",accepted_auto,,Management::View dashboard,0.8866666666666667,accept,annotation_error_suspected,none,"Todos os modelos concordam com 'View dashboard'. Gemini adicionou 'Retrieve data', mas a história foca na visualização, não na operação de recuperação subjacente.",low,0.2578,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Management::View dashboard,0.86,False,Management::View dashboard | Registry::Retrieve data,0.9,False,Management::View dashboard,0.9,False
federalspending,us_05a2f46b3682ae52,run_dd853b72f8ef43f99e0283017036bba8,"As an agency user, I want to know when the submission periods start and end, so that I know when the submission starts and ends.",accepted_auto,classify_only,n/a::n/a,0.62,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.482,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.62,True,Registry::Retrieve data,0.9,False,Management::Notify via app | Management::Notify by email,0.7,False
federalspending,us_a59e991899479b5e,run_dd853b72f8ef43f99e0283017036bba8,"As an agency user, I want a landing page to navigate to either FABS or DABS pages, so that I can access both sides of the site.",accepted_auto,classify_only,n/a::n/a,0.38,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,medium,0.4242,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,n/a::n/a,0.4,True,n/a::n/a,0.3,True
federalspending,us_2f78a00d2731972c,run_dd853b72f8ef43f99e0283017036bba8,"As an agency user, I want to submit my data elements surrounded by quotation marks, so that Excel won't strip off leading and trailing zeroes.",accepted_auto,classify_only,n/a::n/a,0.87,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,low,0.3037,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.86,False,Registry::Modify input behavior,0.9,False,Registry::Insert data,0.8,False
