project,story_id,run_id,user_story,review_status,classification_mode,final_rows,final_confidence,decision,disagreement_cause,action,why,uncertainty_band,uncertainty_score,consensus_ratio,disagreement_rate,hypothesis_count,label_overlap,normalized_entropy,taxonomy_version,prompt_version,policy_version,openai_rows,openai_confidence,openai_needs_review,gemini_rows,gemini_confidence,gemini_needs_review,deepseek_rows,deepseek_confidence,deepseek_needs_review,groq_rows,groq_confidence,groq_needs_review
P04,us_1a104bb6e42dfa34,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to create my structured résumé.",accepted_auto,classify_only,n/a::n/a,0.62,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4445,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.62,True,,,,Registry::Insert data,0.8,False,Registry::Insert data | Management::Notify via app,0.8,False
P04,us_976475b1cedadb2f,run_15255bc7f3424248ad7d396e18cc57b1,"As a developer, I want to create an API for project data extraction so that I can access and use project data programmatically.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6228,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Registry::Retrieve data | Registry::Update data | Registry::Remove data,0.8,False
P04,us_8913e1d8ad53b80b,run_15255bc7f3424248ad7d396e18cc57b1,"As a developer, I want to create an API for developer data extraction so that I can retrieve and analyze developer-related information programmatically.",accepted_auto,classify_only,n/a::n/a,0.78,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4495,0.6667,0.3333,2,0.5556,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.74,False,,,,Registry::Retrieve data,0.7,True,Registry::Insert data | Registry::Retrieve data | Registry::Update data,0.9,False
P05,us_ae158ada6ea3cecf,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to edit the questionnaire responses to better represent a factor.",accepted_auto,,Registry::Update data,0.8,accept,annotation_error_suspected,none,"Todos os modelos concordam em 'Registry/Update data', mas o OpenAI levantou questões sobre ambiguidade que não são suportadas pela história clara.",low,0.2,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data,0.7,True,,,,Registry::Update data,0.9,False,Registry::Update data,0.8,False
P05,us_49646e52b1565f04,run_15255bc7f3424248ad7d396e18cc57b1,"As a project participant, I want to manage actions so that I can change their status.",accepted_auto,classify_only,n/a::n/a,0.57,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5737,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data,0.62,True,,,,n/a::n/a,0.3,True,Registry::Update data,0.8,False
P05,us_1bdb0c8961e20dcb,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to view the categories so that I can answer the questionnaire.",accepted_auto,classify_only,n/a::n/a,0.78,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5603,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.78,False,,,,n/a::n/a,0.3,True,Registry::Retrieve data,0.8,False
P05,us_e1b252899cf05ec3,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to map and manage node practices.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6378,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,,,,n/a::n/a,0.3,True,Management::View dashboard | Management::Export report to PDF | Management::Export report to XLS | Management::Notify via app | Management::Notify by email,0.8,False
P05,us_20bd3ea673698edf,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to define which practices are being used to execute activities in the Bayesian Network.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.627,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Registry::Update data,0.8,False
P05,us_1fb814de2eafc5da,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to view which practices were used in each sprint to execute the activities so that I can analyze the Bayesian Network nodes.",accepted_auto,classify_only,n/a::n/a,0.78,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.487,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.74,True,,,,Management::View dashboard,0.8,False,Registry::Retrieve data,0.8,False
P05,us_0af43ab212a01f79,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to visualize the practices being used and the quality of their execution.",accepted_auto,classify_only,n/a::n/a,0.83,accept,taxonomy_gap,none,Auto-finalized in classify-only mode as not covered.,low,0.3103,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Management::View dashboard,0.78,False,,,,Management::View dashboard,0.9,False,Registry::Retrieve data,0.8,False
P05,us_c890a95e7d7a2d88,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to add practices for project control.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6228,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P05,us_4a59a2ec318cab34,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to add metrics to evaluate sprint factors.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6337,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.32,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P05,us_2eca924bfbf6194a,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to input information through an automatic data source.",accepted_auto,classify_only,n/a::n/a,0.63,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5603,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.78,True,,,,n/a::n/a,0.3,True,Registry::Insert data,0.8,False
P05,us_37f2db11ec09d04c,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to create a boolean node.",accepted_auto,classify_only,n/a::n/a,0.2,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6203,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,,,,n/a::n/a,0.2,True,Registry::Insert data,0.8,False
P05,us_652aad7b2062733a,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to replace the original base node fragment with the comparison model so that I can update the comparison model.",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5487,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.42,True,,,,Registry::Update data,0.8,False,Registry::Update data,0.8,False
P05,us_4c2d36a4603d9743,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to view a node’s CPT state so that I can know if it is outdated.",accepted_auto,,Registry::Retrieve data,0.78,accept,annotation_error_suspected,ask_human,"Todos os modelos concordam em 'Registry/Retrieve data' com confiança moderada-alta, mas a história pode ser ambígua sobre se é uma visualização em dashboard (Management) ou consulta pontual.",low,0.055,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.74,False,,,,Registry::Retrieve data,0.8,False,Registry::Retrieve data,0.8,False
P05,us_00ad671952a58d36,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to manually edit the CPT so that I can calculate the node’s quality.",accepted_auto,classify_only,n/a::n/a,0.61,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5653,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data,0.72,True,,,,n/a::n/a,0.3,True,Registry::Update data,0.8,False
P05,us_7b23387f0d9725a2,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to execute the model fragment separately so that I can compare it with the subjective fragment of a comparison node.",accepted_auto,classify_only,n/a::n/a,0.2,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6437,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.3,True,,,,n/a::n/a,0.2,True,Registry::Insert data | Registry::Update data | Management::View dashboard,0.8,False
P05,us_ec8d95f26a08729f,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to save the original fragment so that I can enable the recovery of the base node fragment.",accepted_auto,classify_only,n/a::n/a,0.7,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4528,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.62,True,,,,Registry::Insert data,0.7,False,Registry::Insert data | Registry::Update data,0.8,False
P05,us_17381508ac81d452,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to view the CPT state of a node so that I can know if it is outdated.",accepted_auto,classify_only,n/a::n/a,0.57,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5587,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.62,True,,,,n/a::n/a,0.3,True,Registry::Retrieve data,0.8,False
P05,us_17381508ac81d452,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to view the CPT state of a node so that I can know if it is outdated.",accepted_auto,classify_only,n/a::n/a,0.57,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5737,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.62,True,,,,n/a::n/a,0.3,True,Registry::Retrieve data,0.8,False
P05,us_eb7411d55f61599c,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to visualize the quality of comparison nodes so that I can assess their performance.",accepted_auto,classify_only,n/a::n/a,0.78,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.487,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Management::View dashboard,0.74,True,,,,Management::View dashboard,0.8,False,Registry::Retrieve data,0.8,False
P05,us_e5da67e41596730e,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to promote a comparison model so that it achieves better representation.",accepted_auto,classify_only,n/a::n/a,0.2,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6287,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.3,True,,,,n/a::n/a,0.2,True,Registry::Insert data | Management::View dashboard,0.8,False
P05,us_b0589b188881f25a,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to update node evidence based on data source so that I can reflect accurate API information.",accepted_auto,,Registry::Update data,0.74,accept,annotation_error_suspected,ask_human,"Todos os modelos concordam em 'Registry/Update data', mas o OpenAI levantou questões sobre termos específicos ('node evidence', 'API information') que podem indicar contexto não coberto ou ambiguidade, sugerindo possível erro de anotação ou necessidade de esclarecimento.",low,0.23,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data,0.62,True,,,,Registry::Update data,0.8,False,Registry::Update data,0.8,False
P05,us_2245f9d0aeeeee23,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to compare the quality of different measurement models.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.642,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,,,,n/a::n/a,0.3,True,Registry::Retrieve data,0.8,False
P05,us_18b509bac099a816,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to edit a node type for better network handling.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6378,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,,,,n/a::n/a,0.3,True,Registry::Update data,0.8,False
P05,us_d0290836bd882a81,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to add cycle-formation blocking verification so that I can prevent formation cycles.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.627,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P05,us_08c31851ae7369f9,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to handle the properties of a reconciliation node.",accepted_auto,classify_only,n/a::n/a,0.2,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.637,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.38,True,,,,n/a::n/a,0.2,True,Registry::Insert data | Registry::Update data | Registry::Remove data,0.8,False
P05,us_c9d646ddf5f9f6ff,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to view radar plot charts on the project dashboard.",accepted_auto,,Management::View dashboard,0.85,accept,annotation_error_suspected,none,"Todos os modelos concordam com 'View dashboard' e têm alta confiança, mas a história é específica sobre gráficos radar, o que pode indicar uma subcategoria não coberta pela taxonomia.",low,0.0367,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Management::View dashboard,0.86,False,,,,Management::View dashboard,0.9,False,Management::View dashboard,0.8,False
P05,us_5c563544829055b3,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to load Bayesian network versions.",accepted_auto,classify_only,n/a::n/a,0.35,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6312,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,,,,n/a::n/a,0.2,True,Registry::Insert data | Management::View dashboard,0.8,False
P05,us_4cce1ae6d9a59a83,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to export the network to an XML file.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6403,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.42,True,,,,n/a::n/a,0.3,True,Management::Export report to XLS | Management::Export report to PDF,0.8,False
P05,us_768bdf45af99cf8a,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to modify the number of states in a node.",accepted_auto,classify_only,n/a::n/a,0.5,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.675,0.3333,0.6667,3,0.0,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.6,True,,,,n/a::n/a,0.3,True,Registry::Modify data,0.8,False
P05,us_e1580cc48c781424,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to manage project reports.",accepted_auto,classify_only,n/a::n/a,0.45,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6775,0.3333,0.6667,3,0.0667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.45,True,,,,Management::View dashboard,0.4,True,Management::View dashboard | Management::Export report to PDF | Management::Export report to XLS | Management::Notify via app | Management::Notify by email,1.0,False
P05,us_ae0686947c4096be,run_15255bc7f3424248ad7d396e18cc57b1,"As a Scrum Master, I want to remove a practice.",accepted_auto,,Registry::Remove data,0.85,accept,annotation_error_suspected,ask_human,"Todos os modelos concordam com 'Registry/Remove data', mas um sinalizou ambiguidade sobre a entidade 'practice', sugerindo possível erro de anotação ou contexto insuficiente.",low,0.1917,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Remove data,0.8,True,,,,Registry::Remove data,0.9,False,Registry::Remove data,0.8,False
P06,us_a18d081b23fb5555,run_15255bc7f3424248ad7d396e18cc57b1,"As a project manager, I want to create a project to initiate activities so that work can begin efficiently.",accepted_auto,classify_only,n/a::n/a,0.5,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6633,0.3333,0.6667,3,0.1667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.74,False,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P06,us_21527d0d1b336653,run_15255bc7f3424248ad7d396e18cc57b1,"As a product owner, I want to create an issue to add it to the product backlog so that tasks are tracked and prioritized.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6883,0.3333,0.6667,3,0.1667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.62,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P06,us_fc06c8d4c637b788,run_15255bc7f3424248ad7d396e18cc57b1,"As a project manager, I want to create a project to enhance backlog construction so that planning becomes more efficient.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6733,0.3333,0.6667,3,0.1667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.62,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P06,us_5fe988742c1b0326,run_15255bc7f3424248ad7d396e18cc57b1,"As a product owner, I want to create an issue to improve backlog construction so that tasks are better organized.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6403,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.42,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P06,us_0f048e053d19a7bb,run_15255bc7f3424248ad7d396e18cc57b1,"As a product owner, I want to edit a task to modify the backlog so that it reflects the current priorities.",accepted_auto,,Registry::Update data,0.81,accept,model_instability,none,"Todos os modelos concordam com 'Registry/Update data', mas o Groq adicionou uma linha extra 'Management/View dashboard' sem evidência forte na história, indicando instabilidade menor.",low,0.2762,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Update data,0.74,False,,,,Registry::Update data,0.9,False,Registry::Update data | Management::View dashboard,0.8,False
P06,us_a7a11054c7b44625,run_15255bc7f3424248ad7d396e18cc57b1,"As a project manager, I want to specify the estimated time for a task to improve backlog construction so that scheduling is more accurate.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6733,0.3333,0.6667,3,0.0,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Modify input behavior,0.62,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P06,us_f8f2d17de9056d34,run_15255bc7f3424248ad7d396e18cc57b1,"As a project manager, I want to view effort per task to evaluate it so that workload can be monitored.",accepted_auto,classify_only,n/a::n/a,0.81,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,low,0.3137,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Management::View dashboard,0.74,False,,,,Management::View dashboard,0.9,False,Registry::Retrieve data,0.8,False
P06,us_d88991026e59287d,run_15255bc7f3424248ad7d396e18cc57b1,"As a developer, I want to add NFRs to a functional requirement to plan its development effectively.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6403,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.42,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P06,us_ec923818ae9404ac,run_15255bc7f3424248ad7d396e18cc57b1,"As a developer, I want to view a list of recommended NFRs to associate with my user story so that requirements are comprehensive.",accepted_auto,classify_only,n/a::n/a,0.6,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5903,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.6,True,,,,n/a::n/a,0.3,True,Registry::Retrieve data,0.8,False
P06,us_4df2f90b5bbab92c,run_15255bc7f3424248ad7d396e18cc57b1,"As a system administrator, I want to populate the database to display multiple options in the fields application domains, languages, and data storage so that users can select appropriate configurations.",accepted_auto,,Registry::Insert data,0.85,accept,annotation_error_suspected,none,"Dois modelos concordam com 'Registry/Insert data', mas o Groq adicionou 'Management/View dashboard' sem evidência clara na história, sugerindo possível erro de anotação ou interpretação excessiva.",low,0.2678,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.84,False,,,,Registry::Insert data,0.9,False,Registry::Insert data | Management::View dashboard,0.8,False
P06,us_19d61ec8ea610d43,run_15255bc7f3424248ad7d396e18cc57b1,"As a UX designer, I want to eliminate form redundancies to improve modal logic so that the interface is more intuitive.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.627,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,,,,n/a::n/a,0.3,True,Modify input behavior::Insert data | Modify input behavior::Update data,0.8,False
P06,us_0c92702e5afd2a22,run_15255bc7f3424248ad7d396e18cc57b1,"As a system analyst, I want to recommend NFRs to assist developers in project requirements management so that requirements are more complete and clear.",accepted_auto,classify_only,n/a::n/a,0.2,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6353,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.4,True,,,,n/a::n/a,0.2,True,Registry::Insert data | Registry::Update data | Registry::Remove data | Management::View dashboard | Management::Export report to PDF | Management::Notify via app | Management::Notify by email,0.8,False
P06,us_238faed80386c38f,run_15255bc7f3424248ad7d396e18cc57b1,"As a system analyst, I want to finalize the recommendation system to suggest NFRs according to the required methodology so that developers receive accurate guidance.",accepted_auto,classify_only,n/a::n/a,0.2,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6487,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,n/a::n/a,0.42,True,,,,n/a::n/a,0.2,True,Registry::Insert data | Registry::Update data | Management::View dashboard | Management::Export report to PDF | Management::Notify via app,0.8,False
P06,us_b200d96a080802c7,run_15255bc7f3424248ad7d396e18cc57b1,"As a database administrator, I want to finalize the import script to populate the application database from CSV tables so that data is imported efficiently.",accepted_auto,classify_only,n/a::n/a,0.78,accept,ambiguity_in_story,none,Auto-finalized in classify-only mode as not covered.,low,0.2845,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Insert data,0.74,False,,,,Registry::Insert data,0.8,False,Registry::Insert data | Registry::Update data,0.8,False
P06,us_3a8a24892ce9d210,run_15255bc7f3424248ad7d396e18cc57b1,"As a project manager, I want to delete an NFR so that outdated or unnecessary requirements are removed from the project.",accepted_auto,,Registry::Remove data,0.8866666666666667,accept,annotation_error_suspected,none,"Todos os modelos concordam com 'Registry/Remove data' com alta confiança, sem divergência. A causa é definida como padrão para aceitação.",low,0.0283,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Remove data,0.86,False,,,,Registry::Remove data,0.9,False,Registry::Remove data,0.9,False
P07,us_5882e1c32b46ee50,run_15255bc7f3424248ad7d396e18cc57b1,"As a user, I want to perform login so that I can access the system.",accepted_auto,,Authentication::Login with username and password,0.85,accept,annotation_error_suspected,none,"Todos os modelos concordaram no módulo e operação, mas um sinalizou baixa confiança e necessidade de revisão devido à ambiguidade no tipo de login, embora a taxonomia permita a operação listada.",low,0.1883,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Authentication::Login with username and password,0.74,True,,,,Authentication::Login with username and password,0.9,False,Authentication::Login with username and password,0.9,False
P07,us_22d7c5ab76d70047,run_15255bc7f3424248ad7d396e18cc57b1,"As an administrator, I want to view the list of registered managers so that I can manage them effectively.",accepted_auto,,Registry::Retrieve data,0.81,accept,annotation_error_suspected,none,"Todos os modelos concordam em 'Registry/Retrieve data' com confiança moderada a alta, mas a confiança média é moderada e há pequenas variações na confiança e racionalidade, sugerindo possível erro de anotação ou interpretação sutil.",low,0.0467,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.74,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.8,False
P07,us_b1d126d230108fb4,run_15255bc7f3424248ad7d396e18cc57b1,"As an administrator, I want to expand the information of a registered manager so that I can view their full details.",accepted_auto,classify_only,n/a::n/a,0.78,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4217,0.3333,0.6667,3,0.2778,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.74,False,,,,Registry::Retrieve data | Registry::Update data,0.8,False,Registry::Update data | Authentication::Update profile,0.8,False
P07,us_3ae72b45d84e762c,run_15255bc7f3424248ad7d396e18cc57b1,"As an administrator, I want to register a manager so that they can access and manage their respective operations in the system.",accepted_auto,classify_only,n/a::n/a,0.85,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.57,0.3333,0.6667,3,0.5,1.0,1.0.0,wis_prompts_v1,uncertainty_v2,Authentication::Create account,0.74,True,,,,Authentication::Create account | Registry::Insert data,0.9,False,Registry::Insert data | Authentication::Create account | Management::View dashboard,0.9,False
P07,us_cefbe264b43a0fb0,run_15255bc7f3424248ad7d396e18cc57b1,"As an administrator, I want to delete a manager so that I can remove inactive or unauthorized users from the system.",accepted_auto,,Authentication::Remove account,0.9,accept,annotation_error_suspected,ask_human,"Dois modelos concordam com 'Authentication/Remove account', mas um adicionou 'Registry/Remove data', sugerendo possível erro de anotação ou ambiguidade na história.",low,0.2545,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2,Authentication::Remove account,0.9,False,,,,Authentication::Remove account,0.9,False,Registry::Remove data | Authentication::Remove account,0.9,False
P07,us_180164a89e1608b0,run_15255bc7f3424248ad7d396e18cc57b1,"As an administrator, I want to search for managers so that I can quickly find and access their information.",accepted_auto,,Registry::Retrieve data,0.83,accept,annotation_error_suspected,ask_human,"Todos os modelos concordam com 'Registry: Retrieve data', mas a confiança varia e a história pode implicar validação de permissões (Authentication) não capturada.",low,0.0433,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2,Registry::Retrieve data,0.78,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.8,False
