project,story_id,run_id,user_story,review_status,classification_mode,final_rows,final_confidence,decision,disagreement_cause,action,why,uncertainty_band,uncertainty_score,consensus_ratio,disagreement_rate,hypothesis_count,label_overlap,normalized_entropy,taxonomy_version,prompt_version,policy_version,openai_rows,openai_confidence,openai_needs_review,gemini_rows,gemini_confidence,gemini_needs_review,deepseek_rows,deepseek_confidence,deepseek_needs_review,groq_rows,groq_confidence,groq_needs_review
P05,us_652aad7b2062733a,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to replace the original base node fragment with the comparison model so that I can update the comparison model.",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5503,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.4,True,,,,Registry::Update data,0.8,False,Registry::Update data,0.8,False
P05,us_4c2d36a4603d9743,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to view a node’s CPT state so that I can know if it is outdated.",accepted_auto,classify_only,n/a::n/a,0.79,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5453,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.78,False,,,,n/a::n/a,0.3,True,Registry::Retrieve data,0.8,False
P05,us_00ad671952a58d36,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to manually edit the CPT so that I can calculate the node’s quality.",accepted_auto,classify_only,n/a::n/a,0.71,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5887,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Update data,0.62,True,,,,n/a::n/a,0.3,True,Registry::Update data,0.8,False
P05,us_7b23387f0d9725a2,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to execute the model fragment separately so that I can compare it with the subjective fragment of a comparison node.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6353,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.4,True,,,,n/a::n/a,0.2,True,Registry::Insert data | Registry::Update data | Registry::Modify input behavior,0.8,False
P05,us_ec8d95f26a08729f,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to save the original fragment so that I can enable the recovery of the base node fragment.",accepted_auto,classify_only,n/a::n/a,0.66,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4828,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Insert data,0.62,True,,,,Registry::Insert data,0.7,True,Registry::Insert data | Registry::Update data,0.8,False
P05,us_17381508ac81d452,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to view the CPT state of a node so that I can know if it is outdated.",accepted_auto,classify_only,n/a::n/a,0.77,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5487,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.74,False,,,,n/a::n/a,0.3,True,Registry::Retrieve data,0.8,False
P05,us_17381508ac81d452,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to view the CPT state of a node so that I can know if it is outdated.",accepted_auto,classify_only,n/a::n/a,0.77,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5637,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.74,False,,,,n/a::n/a,0.3,True,Registry::Retrieve data,0.8,False
P05,us_eb7411d55f61599c,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to visualize the quality of comparison nodes so that I can assess their performance.",accepted_auto,classify_only,n/a::n/a,0.76,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4887,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Management::View dashboard,0.72,True,,,,Management::View dashboard,0.8,False,Registry::Retrieve data,0.8,False
P05,us_e5da67e41596730e,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to promote a comparison model so that it achieves better representation.",accepted_auto,classify_only,n/a::n/a,0.26,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.627,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.32,True,,,,n/a::n/a,0.2,True,Registry::Insert data | Management::View dashboard,0.8,False
P05,us_b0589b188881f25a,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to update node evidence based on data source so that I can reflect accurate API information.",accepted_auto,classify_only,n/a::n/a,0.74,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,low,0.23,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Update data,0.62,True,,,,Registry::Update data,0.8,False,Registry::Update data,0.8,False
P05,us_2245f9d0aeeeee23,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to compare the quality of different measurement models.",accepted_auto,classify_only,n/a::n/a,0.36,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6403,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.42,True,,,,n/a::n/a,0.3,True,Registry::Retrieve data,0.8,False
P05,us_18b509bac099a816,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to edit a node type for better network handling.",accepted_auto,classify_only,n/a::n/a,0.35,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.627,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.4,True,,,,n/a::n/a,0.3,True,Registry::Update data,0.8,False
P05,us_d0290836bd882a81,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to add cycle-formation blocking verification so that I can prevent formation cycles.",accepted_auto,classify_only,n/a::n/a,0.34,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6137,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.38,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P05,us_08c31851ae7369f9,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to handle the properties of a reconciliation node.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6203,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.4,True,,,,n/a::n/a,0.2,True,Registry::Insert data | Registry::Update data | Registry::Remove data,0.8,False
P05,us_c9d646ddf5f9f6ff,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to view radar plot charts on the project dashboard.",accepted_auto,,Management::View dashboard,0.85,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0367,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Management::View dashboard,0.86,False,,,,Management::View dashboard,0.9,False,Management::View dashboard,0.8,False
P05,us_5c563544829055b3,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to load Bayesian network versions.",accepted_auto,classify_only,n/a::n/a,0.38,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6378,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.45,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P05,us_4cce1ae6d9a59a83,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to export the network to an XML file.",accepted_auto,classify_only,n/a::n/a,0.38,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6378,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.45,True,,,,n/a::n/a,0.3,True,Management::Export report to XLS | Management::Export report to PDF,0.8,False
P05,us_768bdf45af99cf8a,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to modify the number of states in a node.",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6733,0.3333,0.6667,3,0.0,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Modify input behavior,0.62,True,,,,n/a::n/a,0.3,True,Registry::Modify data,0.8,False
P05,us_e1580cc48c781424,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to manage project reports.",accepted_auto,classify_only,n/a::n/a,1.0,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6625,0.3333,0.6667,3,0.0667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.45,True,,,,Management::View dashboard,0.4,True,Management::View dashboard | Management::Export report to PDF | Management::Export report to XLS | Management::Notify via app | Management::Notify by email,1.0,False
P05,us_ae0686947c4096be,run_5743712ad87947b3a5eddfc773b2d33b,"As a Scrum Master, I want to remove a practice.",accepted_auto,,Registry::Remove data,0.83,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0433,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Remove data,0.78,False,,,,Registry::Remove data,0.9,False,Registry::Remove data,0.8,False
P06,us_a18d081b23fb5555,run_59bbde105ea248fb8ec0d6f7964d29d2,"As a project manager, I want to create a project to initiate activities so that work can begin efficiently.",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.665,0.3333,0.6667,3,0.1667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Insert data,0.72,False,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P06,us_21527d0d1b336653,run_59bbde105ea248fb8ec0d6f7964d29d2,"As a product owner, I want to create an issue to add it to the product backlog so that tasks are tracked and prioritized.",accepted_auto,classify_only,n/a::n/a,0.38,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6228,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.45,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P06,us_fc06c8d4c637b788,run_59bbde105ea248fb8ec0d6f7964d29d2,"As a project manager, I want to create a project to enhance backlog construction so that planning becomes more efficient.",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6733,0.3333,0.6667,3,0.1667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Insert data,0.62,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P06,us_5fe988742c1b0326,run_59bbde105ea248fb8ec0d6f7964d29d2,"As a product owner, I want to create an issue to improve backlog construction so that tasks are better organized.",accepted_auto,classify_only,n/a::n/a,0.38,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6378,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.45,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P06,us_0f048e053d19a7bb,run_59bbde105ea248fb8ec0d6f7964d29d2,"As a product owner, I want to edit a task to modify the backlog so that it reflects the current priorities.",accepted_auto,,Registry::Update data,0.81,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2778,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Update data,0.72,False,,,,Registry::Update data,0.9,False,Registry::Update data | Management::View dashboard,0.8,False
P06,us_a7a11054c7b44625,run_59bbde105ea248fb8ec0d6f7964d29d2,"As a project manager, I want to specify the estimated time for a task to improve backlog construction so that scheduling is more accurate.",accepted_auto,classify_only,n/a::n/a,0.38,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6228,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.45,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P06,us_f8f2d17de9056d34,run_59bbde105ea248fb8ec0d6f7964d29d2,"As a project manager, I want to view effort per task to evaluate it so that workload can be monitored.",accepted_auto,,Management::View dashboard,0.82,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.3137,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Management::View dashboard,0.74,False,,,,Management::View dashboard,0.9,False,Registry::Retrieve data,0.8,False
P06,us_d88991026e59287d,run_59bbde105ea248fb8ec0d6f7964d29d2,"As a developer, I want to add NFRs to a functional requirement to plan its development effectively.",accepted_auto,classify_only,n/a::n/a,0.32,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6462,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.35,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P06,us_ec923818ae9404ac,run_59bbde105ea248fb8ec0d6f7964d29d2,"As a developer, I want to view a list of recommended NFRs to associate with my user story so that requirements are comprehensive.",accepted_auto,classify_only,n/a::n/a,0.35,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.627,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.4,True,,,,n/a::n/a,0.3,True,Registry::Retrieve data,0.8,False
P06,us_4df2f90b5bbab92c,run_59bbde105ea248fb8ec0d6f7964d29d2,"As a system administrator, I want to populate the database to display multiple options in the fields application domains, languages, and data storage so that users can select appropriate configurations.",accepted_auto,,Registry::Insert data,0.88,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2662,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Insert data,0.86,False,,,,Registry::Insert data,0.9,False,Registry::Insert data | Management::View dashboard,0.8,False
P06,us_19d61ec8ea610d43,run_59bbde105ea248fb8ec0d6f7964d29d2,"As a UX designer, I want to eliminate form redundancies to improve modal logic so that the interface is more intuitive.",accepted_auto,classify_only,n/a::n/a,0.38,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6228,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.45,True,,,,n/a::n/a,0.3,True,Modify input behavior::Insert data | Modify input behavior::Update data,0.8,False
P06,us_0c92702e5afd2a22,run_59bbde105ea248fb8ec0d6f7964d29d2,"As a system analyst, I want to recommend NFRs to assist developers in project requirements management so that requirements are more complete and clear.",accepted_auto,classify_only,n/a::n/a,0.31,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6337,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.32,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Registry::Update data | Registry::Remove data | Management::View dashboard | Management::Export report to PDF | Management::Notify via app | Management::Notify by email,0.8,False
P06,us_238faed80386c38f,run_59bbde105ea248fb8ec0d6f7964d29d2,"As a system analyst, I want to finalize the recommendation system to suggest NFRs according to the required methodology so that developers receive accurate guidance.",accepted_auto,classify_only,n/a::n/a,0.28,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6395,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.35,True,,,,n/a::n/a,0.2,True,Registry::Insert data | Registry::Update data | Management::View dashboard | Management::Export report to PDF | Management::Notify via app,0.8,False
P06,us_b200d96a080802c7,run_59bbde105ea248fb8ec0d6f7964d29d2,"As a database administrator, I want to finalize the import script to populate the application database from CSV tables so that data is imported efficiently.",accepted_auto,,Registry::Insert data,0.77,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2845,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Insert data,0.74,False,,,,Registry::Insert data,0.8,False,Registry::Insert data | Registry::Update data,0.8,False
P06,us_3a8a24892ce9d210,run_59bbde105ea248fb8ec0d6f7964d29d2,"As a project manager, I want to delete an NFR so that outdated or unnecessary requirements are removed from the project.",accepted_auto,,Registry::Remove data,0.88,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0308,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Remove data,0.83,False,,,,Registry::Remove data,0.9,False,Registry::Remove data,0.9,False
P07,us_5882e1c32b46ee50,run_8fb1fab09aa04c29bc710a12e36890d0,"As a user, I want to perform login so that I can access the system.",accepted_auto,classify_only,n/a::n/a,0.85,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,low,0.1883,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Login with username and password,0.74,True,,,,Authentication::Login with username and password,0.9,False,Authentication::Login with username and password,0.9,False
P07,us_22d7c5ab76d70047,run_8fb1fab09aa04c29bc710a12e36890d0,"As an administrator, I want to view the list of registered managers so that I can manage them effectively.",accepted_auto,,Registry::Retrieve data,0.81,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0467,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.74,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.8,False
P07,us_b1d126d230108fb4,run_8fb1fab09aa04c29bc710a12e36890d0,"As an administrator, I want to expand the information of a registered manager so that I can view their full details.",accepted_auto,classify_only,n/a::n/a,0.82,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.415,0.3333,0.6667,3,0.2778,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.82,False,,,,Registry::Retrieve data | Registry::Update data,0.8,False,Registry::Update data | Authentication::Update profile,0.8,False
P07,us_3ae72b45d84e762c,run_8fb1fab09aa04c29bc710a12e36890d0,"As an administrator, I want to register a manager so that they can access and manage their respective operations in the system.",accepted_auto,classify_only,n/a::n/a,0.9,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5517,0.3333,0.6667,3,0.5,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Create account,0.78,True,,,,Registry::Insert data | Authentication::Create account,0.9,False,Registry::Insert data | Authentication::Create account | Management::View dashboard,0.9,False
P07,us_cefbe264b43a0fb0,run_8fb1fab09aa04c29bc710a12e36890d0,"As an administrator, I want to delete a manager so that I can remove inactive or unauthorized users from the system.",accepted_auto,,Authentication::Remove account,0.9,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2545,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Remove account,0.9,False,,,,Authentication::Remove account,0.9,False,Registry::Remove data | Authentication::Remove account,0.9,False
P07,us_180164a89e1608b0,run_8fb1fab09aa04c29bc710a12e36890d0,"As an administrator, I want to search for managers so that I can quickly find and access their information.",accepted_auto,,Registry::Retrieve data,0.81,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0467,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.74,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.8,False
P07,us_ce7325893d39f2f2,run_8fb1fab09aa04c29bc710a12e36890d0,"As an administrator, I want to sort managers so that I can organize their information by specific criteria.",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6783,0.3333,0.6667,3,0.0,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data | Registry::Modify input behavior,0.74,True,,,,n/a::n/a,0.3,True,Management::View dashboard | Management::Modify input behavior,0.8,False
P07,us_ff18537feb35af3d,run_8fb1fab09aa04c29bc710a12e36890d0,"As an administrator, I want to view the list of registered coaches so that I can monitor and manage them.",accepted_auto,,Registry::Retrieve data,0.82,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2678,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.74,False,,,,Registry::Retrieve data | Management::View dashboard,0.9,False,Registry::Retrieve data,0.9,False
P07,us_0afd3d595ae6dd69,run_8fb1fab09aa04c29bc710a12e36890d0,"As a system administrator, I want to retrieve data from the database so that I can display it on the application interface.",accepted_auto,,Registry::Retrieve data,0.91,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0217,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.94,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.9,False
P07,us_022c5a6ea147d862,run_8fb1fab09aa04c29bc710a12e36890d0,"As a developer, I want to create a listing screen so that users can view available records in the system.",accepted_auto,,Registry::Retrieve data,0.83,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2745,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.86,False,,,,Registry::Retrieve data,0.8,False,Registry::Retrieve data | Management::View dashboard,0.8,False
P07,us_10da6af1a9ff631a,run_8fb1fab09aa04c29bc710a12e36890d0,"As a developer, I want to consume the service for listing so that I can display data retrieved from the backend on the interface.",accepted_auto,,Registry::Retrieve data,0.88,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0308,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.83,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.9,False
P07,us_a973d6e9ee82e9d0,run_8fb1fab09aa04c29bc710a12e36890d0,"As an administrator, I want to register a coach so that they can be added to the system and assigned to activities.",accepted_auto,,Registry::Insert data,0.88,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2578,0.6667,0.3333,2,0.5556,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Insert data,0.86,False,,,,Registry::Insert data,0.9,False,Registry::Insert data | Authentication::Create account | Management::Notify via app,0.9,False
P07,us_c6bce2385d7a78a9,run_8fb1fab09aa04c29bc710a12e36890d0,"As an administrator, I want to delete a coach so that I can remove inactive or incorrect records from the system.",accepted_auto,,Registry::Remove data,0.88,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2662,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Remove data,0.86,False,,,,Registry::Remove data,0.9,False,Registry::Remove data | Management::View dashboard,0.8,False
P07,us_036b68b79f780235,run_8fb1fab09aa04c29bc710a12e36890d0,"As an administrator, I want to search for a coach so that I can quickly find specific profiles.",accepted_auto,,Registry::Retrieve data,0.83,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0433,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.78,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.8,False
P07,us_22e106c2707ca342,run_8fb1fab09aa04c29bc710a12e36890d0,"As an administrator, I want to filter coaches so that I can view only those that meet specific criteria.",accepted_auto,,Registry::Retrieve data,0.76,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2862,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.72,False,,,,Registry::Retrieve data,0.8,False,Registry::Retrieve data | Management::View dashboard,0.8,False
P07,us_b2787072cd9bc273,run_8fb1fab09aa04c29bc710a12e36890d0,"As a user, I want to navigate through the system entities so that I can easily access related information and functionalities.",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6733,0.3333,0.6667,3,0.1667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.62,True,,,,n/a::n/a,0.3,True,Registry::Retrieve data | Management::View dashboard,0.8,False
P07,us_96555a67aae0f52a,run_8fb1fab09aa04c29bc710a12e36890d0,"As a user, I want to click on a “logout” button so that I can securely end my session.",accepted_auto,classify_only,n/a::n/a,0.55,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5153,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Login with username and password,0.4,True,,,,Authentication::Login with username and password,0.7,True,Authentication::Remove data,0.9,False
P07,us_2ac1d1b1b85b16df,run_8fb1fab09aa04c29bc710a12e36890d0,"As a manager, I want to create a project selection so that candidates can apply to participate in it.",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.67,0.3333,0.6667,3,0.1111,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Insert data,0.66,False,,,,n/a::n/a,0.3,True,Registry::Insert data | Authentication::Create account | Management::View dashboard,0.8,False
P07,us_f6981fe07db1bae7,run_8fb1fab09aa04c29bc710a12e36890d0,"As a manager, I want to edit a created project selection so that I can update its details or requirements.",accepted_auto,,Registry::Update data,0.87,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2678,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Update data,0.84,False,,,,Registry::Update data,0.9,False,Registry::Update data | Management::View dashboard,0.8,False
P07,us_0126148f2c9b69ab,run_8fb1fab09aa04c29bc710a12e36890d0,"As a manager, I want to view the list of selections so that I can monitor all ongoing and past processes.",accepted_auto,,Registry::Retrieve data,0.82,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.3053,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.74,False,,,,Management::View dashboard,0.9,False,Registry::Retrieve data,0.9,False
